"","id","stage","r.initial","s.initial","p.initial","r.final","s.final","p.final","class"
"41",7,5,1.05104824972374,0.74,0.74,0.999999966920093,0.448716249465942,0.448716249465942,2
"42",8,1,1.19894093234769,0.906,0.75,1.09441396423007,0.156,0,3
"43",8,2,1.19894093234769,0.84,0.28,1.18194692044143,0.56,0,3
"44",8,3,1.19894093234769,0.87,0.37,1.15354201477013,0.5,0,3
"45",8,4,1.19894093234769,1,0.58,1.10470124611403,0.42,0,3
"46",8,5,1.19894093234769,0.86,0.86,1.10005575114141,0,0,3
"47",9,1,0.732871528535066,0.4,0.33,0.996668996614773,1,0.93,0
"48",9,2,0.732871528535066,0.65,0.39,0.864629559371557,1,0.74,0
"49",9,3,0.732871528535066,0.51,0.3,0.943135644558306,1,0.79,0
"50",9,4,0.732871528535066,0.75,0.36,0.830924845530215,1,0.61,0
"51",9,5,0.732871528535066,0.5,0.5,1.00000004644634,0.959337711334229,0.959337711334229,1
"52",10,1,0.331834252917067,0.18,0.12,0.959409861282258,1,0.94,0
"53",10,2,0.331834252917067,0.32,0.23,0.930684348425199,1,0.91,0
"54",10,3,0.331834252917067,0.12,0.06,0.95207642975354,1,0.94,0
"55",10,4,0.331834252917067,0.24,0.03,0.798111217448109,1,0.79,0
"56",10,5,0.331834252917067,0.05,0.05,1,1,1,0
"57",11,1,1.06371041547008,0.63,0.48,1.00000006295729,0.285184478759766,0.135184478759766,2
"58",11,2,1.06371041547008,0.63,0.28,1.02898607911659,0.35,0,3
"59",11,3,1.06371041547008,0.77,0.4,1.00000003317135,0.433239669799805,0.0632396697998047,2
"60",11,4,1.06371041547008,0.82,0.41,0.999999963023701,0.502571954727173,0.0925719547271729,2
"61",11,5,1.06371041547008,0.3,0.3,1.03715206167724,0,0,3
"62",12,1,1.35714336827241,0.83,0.55,1.26046805512054,0.28,0,3
"63",12,2,1.35714336827241,0.8,0.33,1.31358844666133,0.47,0,3
"64",12,3,1.35714336827241,0.96,0.5,1.26929870867922,0.46,0,3
"65",12,4,1.35714336827241,1,0.55,1.24964612427979,0.45,0,3
"66",12,5,1.35714336827241,0.4,0.4,1.32155251062358,0,0,3
"67",13,1,0.644155945257256,0.5,0.38,0.962248925928806,1,0.88,0
"68",13,2,0.644155945257256,0.28,0.18,0.993181335229735,1,0.9,0
"69",13,3,0.644155945257256,0.45,0.23,0.912213170451635,1,0.78,0
"70",13,4,0.644155945257256,0.52,0.15,0.790770355491595,1,0.63,0
"71",13,5,0.644155945257256,0.1,0.1,1.00000016806874,0.947571611404419,0.947571611404419,1
"72",14,1,0.410454681477793,0.31,0.28,0.994779532125021,1,0.97,0
"73",14,2,0.410454681477793,0.24,0.15,0.939406453475452,1,0.91,0
"74",14,3,0.410454681477793,0.29,0.2,0.937457708829049,1,0.91,0
"75",14,4,0.410454681477793,0.37,0.18,0.818969025133566,1,0.81,0
"76",14,5,0.410454681477793,0.15,0.15,0.999999983285396,0.992682909965515,0.992682909965515,1
"77",15,1,0.896227025443766,0.54,0.01,1.00000008126352,0.992176837921143,0.462176837921143,1
"78",15,2,0.896227025443766,0.81,0.1,0.903980753362337,1,0.29,0
"79",15,3,0.896227025443766,0.745,0.05,0.924193438542149,1,0.305,0
"80",15,4,0.896227025443766,0.585,0.215,0.976331546710452,1,0.63,0
"81",15,5,0.896227025443766,0.75,0.42,0.999999920440399,0.986649036407471,0.656649036407471,1
"82",15,6,0.896227025443766,0.565,0.345,0.999999831075881,0.903688397407532,0.683688397407532,1
"83",15,7,0.896227025443766,0.45,0.145,0.929822454608696,1,0.695,0
"84",15,8,0.896227025443766,0,0,1.00000028842657,0.999722003936768,0.999722003936768,1
"85",16,1,0.927563110310886,0.59,0,1.0000000803022,0.907618856430054,0.317618856430054,1
"86",16,2,0.927563110310886,0.96,0,0.928658048392973,1,0.04,0
"87",16,3,0.927563110310886,0.82,0.03,0.943768756332043,1,0.21,0
"88",16,4,0.927563110310886,0.49,0.14,0.999999935564409,0.90343581199646,0.55343581199646,1
"89",16,5,0.927563110310886,0.79,0.39,0.999999976461197,0.972975749969482,0.572975749969482,1
"90",16,6,0.927563110310886,0.56,0.31,1.00000009554248,0.81614200592041,0.56614200592041,1
"91",16,7,0.927563110310886,0.5,0.29,0.967251727631696,1,0.79,0
"92",16,8,0.927563110310886,0,0,1.00000031231048,0.999609470367432,0.999609470367432,1
"93",17,1,0.847422910494303,0.49,0.02,0.960252677985891,1,0.53,0
"94",17,2,0.847422910494303,0.66,0.2,0.870612552556858,1,0.54,0
"95",17,3,0.847422910494303,0.67,0.07,0.892573652781893,1,0.4,0
"96",17,4,0.847422910494303,0.68,0.29,0.912339170520126,1,0.61,0
"97",17,5,0.847422910494303,0.71,0.45,0.991812733664253,1,0.74,0
"98",17,6,0.847422910494303,0.57,0.38,0.998568504262701,1,0.81,0
"99",17,7,0.847422910494303,0.4,0,0.874233119047048,1,0.6,0
"100",17,8,0.847422910494303,0,0,1,1,1,0
"101",18,1,0.993772668970397,0.2628,0,1.00000002561579,0.327029475212097,0.0642294752120972,1
"102",18,2,0.993772668970397,0.2544,0,1.00000000190002,0.359754496765137,0.105354496765137,1
"103",18,3,0.993772668970397,0.6036,0.3722,1.00000000907114,0.649317087936401,0.417917087936401,1
"104",18,4,0.993772668970397,0.582,0.3042,1.00000001387063,0.662642839431763,0.384842839431763,1
"105",18,5,0.993772668970397,0.6852,0.588,1.00000005556663,0.712749383163452,0.615549383163452,1
"106",18,6,0.993772668970397,0.7166,0.5006,1.00000005223115,0.746144166755676,0.530144166755676,1
"107",18,7,0.993772668970397,0.7184,0.453,0.999999955968092,0.755801342773437,0.490401342773437,1
"108",18,8,0.993772668970397,0.6678,0.3536,0.999999994895035,0.782622619056702,0.468422619056702,1
"109",18,9,0.993772668970397,0.375,0.375,1.00000000896374,0.61455374956131,0.61455374956131,1
"110",19,1,0.927641469323031,0.438,0,1.00000003806411,0.858950367927551,0.420950367927551,1
"111",19,2,0.927641469323031,0.396,0,1.00000000833204,0.976863897323608,0.580863897323608,1
"112",19,3,0.927641469323031,0.242,0.219,1.00000009056093,0.676557698249817,0.653557698249817,1
"113",19,4,0.927641469323031,0.528,0.184,0.993795636899564,1,0.656,0
"114",19,5,0.927641469323031,0.598,0.461,0.999999926611481,0.920941896438599,0.783941896438599,1
"115",19,6,0.927641469323031,0.542,0.25,0.999999976383181,0.848858724594116,0.556858724594116,1
"116",19,7,0.927641469323031,0.599,0.318,1.00000000467765,0.947600728034973,0.666600728034973,1
"117",19,8,0.927641469323031,0.756,0.212,0.948258693065347,1,0.456,0
"118",19,9,0.927641469323031,0.389,0.389,1.00000007920581,0.812322387218475,0.812322387218475,1
"119",20,1,0.576695260543043,0.219,0,0.78100000000164,1,0.781,0
"120",20,2,0.576695260543043,0.219,0,0.78100000000164,1,0.781,0
"121",20,3,0.576695260543043,0.816,0.438,0.622000000011434,1,0.622,0
"122",20,4,0.576695260543043,0.405,0.271,0.869044688740919,1,0.866,0
"123",20,5,0.576695260543043,0.447,0.403,0.95902905462484,1,0.956,0
"124",20,6,0.576695260543043,0.665,0.529,0.874205560380069,1,0.864,0
"125",20,7,0.576695260543043,0.567,0.33,0.800407877818761,1,0.763,0
"126",20,8,0.576695260543043,0.75,0.056,0.600452205244587,1,0.306,0
"127",20,9,0.576695260543043,0.2,0.2,1.00000001732348,0.999824905395508,0.999824905395508,1
"128",21,1,0.699866023072172,0.219,0,0.781000000002321,1,0.781,0
"129",21,2,0.699866023072172,0.219,0,0.781000000002321,1,0.781,0
"130",21,3,0.699866023072172,0.401,0.328,0.92700000000017,1,0.927,0
"131",21,4,0.699866023072172,0.689,0.372,0.750591581635066,1,0.683,0
"132",21,5,0.699866023072172,0.691,0.605,0.94589800547969,1,0.914,0
"133",21,6,0.699866023072172,0.664,0.473,0.894318243281697,1,0.809,0
"134",21,7,0.699866023072172,1,0.45,0.699866023072171,1,0.45,0
"135",21,8,0.699866023072172,0.5,0.167,0.737540009969576,1,0.667,0
"136",21,9,0.699866023072172,0,0,1.00000044142755,0.998687267303467,0.998687267303467,1
"137",22,1,1.23149211429458,0.219,0,1.23149211429458,0.219,0,3
"138",22,2,1.23149211429458,0.219,0,1.23149211429458,0.219,0,3
"139",22,3,1.23149211429458,0.9,0.438,1.18343252949852,0.462,0,3
"140",22,4,1.23149211429458,0.557,0.338,1.22466596498283,0.219,0,3
"141",22,5,1.23149211429458,0.834,0.699,1.13382012252868,0.135,0,3
"142",22,6,1.23149211429458,0.9,0.61,1.1522198175172,0.29,0,3
"143",22,7,1.23149211429458,0.676,0.417,1.1870129922313,0.259,0,3
"144",22,8,1.23149211429458,0.833,0.833,1.18445788802288,0,0,3
"145",22,9,1.23149211429458,0.286,0.286,1.23149211429458,0,0,3
"146",23,1,1.04313797491973,0.219,0,1.04313797491973,0.219,0,3
"147",23,2,1.04313797491973,0.219,0,1.04313797491973,0.219,0,3
"148",23,3,1.04313797491973,0.659,0.438,1.00547341760196,0.221,0,3
"149",23,4,1.04313797491973,0.731,0.356,1.01869687202019,0.375,0,3
"150",23,5,1.04313797491973,0.856,0.772,1,0.084,0,3
"151",23,6,1.04313797491973,0.812,0.641,1,0.171,0,3
"152",23,7,1.04313797491973,0.75,0.75,1,0,0,3
"153",23,8,1.04313797491973,0.5,0.5,1.04313797491973,0,0,3
"154",23,9,1.04313797491973,1,1,1.04313797491973,0,0,3
"155",24,1,1.82284875274818,0.437666666666667,0,1.82284875274818,0.437666666666667,0,3
"156",24,2,1.82284875274818,0.219,0,1.82284875274818,0.219,0,3
"157",24,3,1.82284875274818,0.754666666666667,0.255333333333333,1.8208463459169,0.499333333333333,0,3
"158",24,4,1.82284875274818,0.638,0.361333333333333,1.82100637573382,0.276666666666667,0,3
"159",24,5,1.82284875274818,0.806,0.699,1.53663724757409,0.107,0,3
"160",24,6,1.82284875274818,13.8476666666667,0.617,1.58202051238828,13.2306666666667,0,3
"161",24,7,1.82284875274818,0.730666666666667,0.408333333333333,1.8196946418276,0.322333333333333,0,3
"162",24,8,1.82284875274818,0.819666666666667,0.555666666666667,1.82190261961116,0.264,0,3
"163",24,9,1.82284875274818,0.446666666666667,0.446666666666667,1.82269654127481,0,0,3
"164",25,1,0.985527670148459,0.438,0,1.00000000053767,0.655698517799377,0.217698517799377,1
"165",25,2,0.985527670148459,0.219,0,0.999999998530315,0.436698491573334,0.217698491573334,1
"166",25,3,0.985527670148459,0.649,0.219,1.00000001147335,0.819022654533386,0.389022654533386,1
"167",25,4,0.985527670148459,0.575,0.458,1.00000003509441,0.721932339668274,0.604932339668274,1
"168",25,5,0.985527670148459,0.732,0.699,0.999999968326463,0.796629451751709,0.763629451751709,1
"169",25,6,0.985527670148459,0.834,0.639,0.999999943974882,0.90718510055542,0.71218510055542,1
"170",25,7,0.985527670148459,0.82,0.491,1.0000000139138,0.939885215759277,0.610885215759277,1
"171",25,8,0.985527670148459,0.959,0.5,0.988779329336188,1,0.541,0
"172",25,9,0.985527670148459,0.84,0.84,0.999999923829955,0.905449523925781,0.905449523925781,1
"173",26,1,2.7231873983061,0.547,0,2.7231873983061,0.547,0,3
"174",26,2,2.7231873983061,0.219,0,2.7231873983061,0.219,0,3
"175",26,3,2.7231873983061,0.817,0.219,2.72310925524028,0.598,0,3
"176",26,4,2.7231873983061,0.619,0.439,2.7229594045533,0.18,0,3
"177",26,5,2.7231873983061,0.811,0.692,2.40164617348697,0.119,0,3
"178",26,6,2.7231873983061,39.872,0.627,2.43923487952468,39.245,0,3
"179",26,7,2.7231873983061,0.872,0.448,2.72302102917003,0.424,0,3
"180",26,8,2.7231873983061,1,0.667,2.72313813996043,0.333,0,3
"181",26,9,2.7231873983061,0.5,0.5,2.72318154740049,0,0,3
"182",27,1,1.33944339650799,0.328,0,1.33944339650799,0.328,0,3
"183",27,2,1.33944339650799,0.219,0,1.33944339650799,0.219,0,3
"184",27,3,1.33944339650799,0.798,0.328,1.29890516905156,0.47,0,3
"185",27,4,1.33944339650799,0.72,0.187,1.32845451888302,0.533,0,3
"186",27,5,1.33944339650799,0.875,0.706,1.22409596038403,0.169,0,3
"187",27,6,1.33944339650799,0.837,0.585,1.2539025557161,0.252,0,3
"188",27,7,1.33944339650799,0.5,0.286,1.30464915765922,0.214,0,3
"189",27,8,1.33944339650799,0.5,0.5,1.33112423839386,0,0,3
"190",27,9,1.33944339650799,0,0,1.33944339650799,0,0,3
"191",28,1,1.13822537287599,0.438,0,1.13822537287599,0.438,0,3
"192",28,2,1.13822537287599,0.328,0,1.13822537287599,0.328,0,3
"193",28,3,1.13822537287599,0.765,0.109,1.12951529967912,0.656,0,3
"194",28,4,1.13822537287599,0.765,0.34,1.11935621219725,0.425,0,3
"195",28,5,1.13822537287599,0.867,0.798,1.02662633988234,0.069,0,3
"196",28,6,1.13822537287599,0.915,0.812,1.02271283757048,0.103,0,3
"197",28,7,1.13822537287599,0.858,0.733,1.09632040410543,0.125,0,3
"198",28,8,1.13822537287599,0.666,0.333,1.13115154743502,0.333,0,3
"199",28,9,1.13822537287599,0,0,1.13822537287599,0,0,3
"200",29,1,0.978789520569499,0.437666666666667,0,0.999999991878932,0.689020564874013,0.251353898207347,1
"201",29,2,0.978789520569499,0.437333333333333,0,1.00000000660448,0.827081750233968,0.389748416900635,1
"202",29,3,0.978789520569499,0.509666666666667,0.183666666666667,1.00000003201221,0.724254369417827,0.398254369417826,1
"203",29,4,0.978789520569499,0.440966666666667,0.3503,1.00000002741104,0.839422982899348,0.748756316232681,1
"204",29,5,0.978789520569499,0.791666666666667,0.684333333333333,1.000000007523,0.968933661778768,0.861600328445435,1
"205",29,6,0.978789520569499,0.889333333333333,0.719666666666667,1.00000002412357,0.950021764119466,0.780355097452799,1
"206",29,7,0.978789520569499,0.875,0.655333333333333,1.00000014616725,0.944898128509521,0.725231461842855,1
"207",29,8,0.978789520569499,0.867333333333333,0.566,0.997519286616719,1,0.698666666666667,0
"208",29,9,0.978789520569499,0.539666666666667,0.539666666666667,0.999999990587395,0.849024683316549,0.849024683316549,1
"209",30,1,0.925626923535251,0.438,0,0.939390981558113,1,0.562,0
"210",30,2,0.925626923535251,0.328,0,0.946085637925929,1,0.672,0
"211",30,3,0.925626923535251,0.744,0.004,0.929745929900683,1,0.26,0
"212",30,4,0.925626923535251,0.654,0.519,0.977004520524981,1,0.865,0
"213",30,5,0.925626923535251,0.91,0.816,0.960373425158481,1,0.906,0
"214",30,6,0.925626923535251,0.983,0.861,0.93585839509388,1,0.878,0
"215",30,7,0.925626923535251,0.925,0.641,0.935086606298071,1,0.716,0
"216",30,8,0.925626923535251,0.934,0.263,0.927850610432721,1,0.329,0
"217",30,9,0.925626923535251,0.586,0.586,1.00000028774038,0.944769651412964,0.944769651412964,1
"218",31,1,0.935723572172178,0.219,0,0.963048377952007,1,0.781,0
"219",31,2,0.935723572172178,0.328,0,0.953345420794807,1,0.672,0
"220",31,3,0.935723572172178,0.431,0.328,0.97487045564843,1,0.897,0
"221",31,4,0.935723572172178,0.549,0.51,0.999999967173448,0.990548396110535,0.951548396110535,1
"222",31,5,0.935723572172178,0.895,0.728,0.945836468388061,1,0.833,0
"223",31,6,0.935723572172178,0.968,0.757,0.938395722198214,1,0.789,0
"224",31,7,0.935723572172178,0.95,0.683,0.941818483784595,1,0.733,0
"225",31,8,0.935723572172178,0.973,0.796,0.951760540627282,1,0.823,0
"226",31,9,0.935723572172178,0.533,0.533,0.999999956216395,0.77908559513092,0.77908559513092,1
"227",32,1,1.03716691107945,0.656,0,1.03716691107945,0.656,0,3
"228",32,2,1.03716691107945,0.656,0,1.03716691107945,0.656,0,3
"229",32,3,1.03716691107945,0.354,0.219,1.00821488888346,0.135,0,3
"230",32,4,1.03716691107945,0.1199,0.0219,1.03708448698934,0.098,0,3
"231",32,5,1.03716691107945,0.57,0.509,1.03282142959912,0.0610000000000001,0,3
"232",32,6,1.03716691107945,0.717,0.541,0.99999995360598,0.559510242938996,0.383510242938995,2
"233",32,7,1.03716691107945,0.75,0.642,1.00000002120939,0.626305026054382,0.518305026054382,2
"234",32,8,1.03716691107945,0.695,0.639,1.01457309192023,0.056,0,3
"235",32,9,1.03716691107945,0.5,0.5,1.03716691107945,0,0,3
"236",33,1,0.947852097360529,0.3235,0,0.98524164347606,1,0.6765,0
"237",33,2,0.947852097360529,0.2735,0,0.992321254039687,1,0.7265,0
"238",33,3,0.947852097360529,0.3825,0.328,1.00000007164918,0.900796996355057,0.846296996355057,1
"239",33,4,0.947852097360529,0.4755,0.408,0.978310800371926,1,0.9325,0
"240",33,5,0.947852097360529,0.3965,0.294,1.00000002614263,0.917926207780838,0.815426207780838,1
"241",33,6,0.947852097360529,0.8875,0.6485,0.961043377245838,1,0.761,0
"242",33,7,0.947852097360529,0.915,0.634,0.959394400312291,1,0.719,0
"243",33,8,0.947852097360529,1.108,0.7595,0.925826710614228,1,0.6515,0
"244",33,9,0.947852097360529,0.857,0.857,0.999999978185787,0.950541269302368,0.950541269302368,1
"245",34,1,1.05656829535684,0.428,0,1.05656829535684,0.428,0,3
"246",34,2,1.05656829535684,0.219,0,1.05656829535684,0.219,0,3
"247",34,3,1.05656829535684,0.428,0.328,1.04530037310799,0.1,0,3
"248",34,4,1.05656829535684,0.579,0.5,1.05438649852511,0.079,0,3
"249",34,5,1.05656829535684,0.206,0.072,1.05410062801781,0.134,0,3
"250",34,6,1.05656829535684,0.867,0.644,1.03232304485295,0.223,0,3
"251",34,7,1.05656829535684,0.94,0.61,1.03931519708027,0.33,0,3
"252",34,8,1.05656829535684,1.216,0.952,0.938411819916257,0.264,0,3
"253",34,9,1.05656829535684,0.714,0.714,1.01736418724327,0,0,3
"254",35,1,1.00001984189163,0.219,0,1.00001984189163,0.219,0,3
"255",35,2,1.00001984189163,0.328,0,1.00001984189163,0.328,0,3
"256",35,3,1.00001984189163,0.337,0.328,1.00001333328724,0.00900000000000001,0,3
"257",35,4,1.00001984189163,0.372,0.316,1.00001730319242,0.056,0,3
"258",35,5,1.00001984189163,0.587,0.516,1.00000949391418,0.071,0,3
"259",35,6,1.00001984189163,0.908,0.653,1.00000666735065,0.255,0,3
"260",35,7,1.00001984189163,0.89,0.658,1.00000581778539,0.232,0,3
"261",35,8,1.00001984189163,1,0.567,1.00000766534663,0.433,0,3
"262",35,9,1.00001984189163,1,1,1.0000002976538,0.999980449676514,0.999980449676514,2
"263",36,1,0.991398284742428,0.494,0,1.00000001465525,0.663316030502319,0.169316030502319,1
"264",36,2,0.991398284742428,0.2735,0,0.999999988999251,0.442815580129623,0.169315580129623,1
"265",36,3,0.991398284742428,0.5095,0.2735,1.0000000156499,0.63250810956955,0.39650810956955,1
"266",36,4,0.991398284742428,0.5895,0.5085,1.00000001277526,0.68471304655075,0.603713046550751,1
"267",36,5,0.991398284742428,0.7855,0.6625,1.00000002741474,0.83738580417633,0.71438580417633,1
"268",36,6,0.991398284742428,0.9217,0.723,0.999999995036391,0.958847875595093,0.760147875595093,1
"269",36,7,0.991398284742428,0.9625,0.727,0.999501250859905,1,0.7645,0
"270",36,8,0.991398284742428,1.0005,0.8635,0.991300171911764,1,0.863,0
"271",36,9,0.991398284742428,0.5415,0.5415,0.999999917083284,0.962294661045074,0.962294661045074,1
"272",37,1,1.04286979828376,0.66,0,1.04286979828376,0.66,0,3
"273",37,2,1.04286979828376,0.328,0,1.04286979828376,0.328,0,3
"274",37,3,1.04286979828376,0.67,0.219,1.02790068136185,0.451,0,3
"275",37,4,1.04286979828376,0.594,0.51,1.01130945342197,0.084,0,3
"276",37,5,1.04286979828376,0.836,0.747,0.999999953982202,0.595415400028229,0.506415400028229,2
"277",37,6,1.04286979828376,0.9824,0.778,1.00000002240024,0.796713355445862,0.592313355445862,2
"278",37,7,1.04286979828376,0.967,0.686,1.0002340582606,0.281,0,3
"279",37,8,1.04286979828376,1.001,0.727,1.03541095745279,0.274,0,3
"280",37,9,1.04286979828376,0.75,0.75,1.0423998038254,0,0,3
"281",38,1,1.00240844881628,0.328,0,1.00240844881628,0.328,0,3
"282",38,2,1.00240844881628,0.219,0,1.00240844881628,0.219,0,3
"283",38,3,1.00240844881628,0.349,0.328,1.00163179724452,0.021,0,3
"284",38,4,1.00240844881628,0.585,0.507,1.00117378515146,0.078,0,3
"285",38,5,1.00240844881628,0.735,0.578,1.0009889802078,0.157,0,3
"286",38,6,1.00240844881628,0.861,0.668,1.00073861948176,0.193,0,3
"287",38,7,1.00240844881628,0.958,0.768,1.00051817507429,0.19,0,3
"288",38,8,1.00240844881628,1,1,0.999999766294181,0.99749231338501,0.99749231338501,2
"289",38,9,1.00240844881628,0.333,0.333,1.00240844881628,0,0,3
"290",39,1,1.16366694600239,0.547,0,1.16366694600239,0.547,0,3
"291",39,2,1.16366694600239,0.4375,0,1.16366694600239,0.4375,0,3
"292",39,3,1.16366694600239,0.563,0.219,1.14449645029981,0.344,0,3
"293",39,4,1.16366694600239,0.6135,0.493,1.11297553686929,0.1205,0,3
"294",39,5,1.16366694600239,0.8085,0.6975,1.07340126617766,0.111,0,3
"295",39,6,1.16366694600239,0.9035,0.665,1.07833799721994,0.2385,0,3
"296",39,7,1.16366694600239,0.9195,0.6955,1.10657750497163,0.224,0,3
"297",39,8,1.16366694600239,0.8275,0.569,1.15029274655139,0.2585,0,3
"298",39,9,1.16366694600239,0.822,0.822,1.16119127628444,0,0,3
"299",40,1,1.0097001804216,0.547,0,1.0097001804216,0.547,0,3
"300",40,2,1.0097001804216,0.656,0,1.0097001804216,0.656,0,3
"301",40,3,1.0097001804216,0.826,0.219,0.999999990505221,0.632657796859741,0.0256577968597412,2
"302",40,4,1.0097001804216,0.6,0.461,1.00000002889643,0.475783463478088,0.336783463478088,2
"303",40,5,1.0097001804216,0.843,0.711,0.999999974801508,0.783754633426666,0.651754633426666,2
"304",40,6,1.0097001804216,0.957,0.598,0.999999982075393,0.883747885704041,0.524747885704041,2
"305",40,7,1.0097001804216,0.975,0.719,0.999999982729855,0.932161059856415,0.676161059856415,2
"306",40,8,1.0097001804216,0.961,0.638,1.00000003413232,0.893410061836242,0.570410061836243,2
"307",40,9,1.0097001804216,0.644,0.644,1.00102250307463,0,0,3
"308",41,1,1,0.547,0,1.0284168752683,1,0.453,0
"309",41,2,1,0.219,0,1.08395101205717,1,0.781,0
"310",41,3,1,0.3,0.219,1.10812979490515,1,0.919,0
"311",41,4,1,0.627,0.525,1.07176913936507,1,0.898,0
"312",41,5,1,0.774,0.684,1.05876231406688,1,0.91,0
"313",41,6,1,0.85,0.732,1.04015433076676,1,0.882,0
"314",41,7,1,0.864,0.672,1.01125388825936,1,0.808,0
"315",41,8,1,0.694,0.5,1,1,0.806,0
"316",41,9,1,1,1,1,1,1,0
"317",42,1,1.01575844406034,0.4375,0,1.01575844406034,0.4375,0,3
"318",42,2,1.01575844406034,0.438,0,1.01575844406034,0.438,0,3
"319",42,3,1.01575844406034,0.555,0.4375,1.00000000877161,0.321586363315582,0.204086363315582,2
"320",42,4,1.01575844406034,0.565,0.4405,1.00000000269758,0.23422381067276,0.10972381067276,2
"321",42,5,1.01575844406034,0.845,0.7625,1.0000000127008,0.753887308835983,0.671387308835983,2
"322",42,6,1.01575844406034,0.9255,0.5945,1.00000000914613,0.771982990980148,0.440982990980148,2
"323",42,7,1.01575844406034,0.935,0.5575,1.00000000701536,0.759227434396744,0.381727434396744,2
"324",42,8,1.01575844406034,0.9585,0.625,1.00000000393344,0.776776464939117,0.443276464939117,2
"325",42,9,1.01575844406034,0.875,0.875,0.999999980580119,0.785988032817841,0.785988032817841,2
"326",43,1,0.868262712782609,0.219,0,0.90859196950215,1,0.781,0
"327",43,2,0.868262712782609,0.438,0,0.8856296356006,1,0.562,0
"328",43,3,0.868262712782609,0.743,0.656,0.931265752425368,1,0.913,0
"329",43,4,0.868262712782609,0.564,0.501,0.962386745729687,1,0.937,0
"330",43,5,0.868262712782609,0.867,0.802,0.955250188786961,1,0.935,0
"331",43,6,0.868262712782609,0.952,0.724,0.880514693242731,1,0.772,0
"332",43,7,0.868262712782609,0.97,0.616,0.871450484159646,1,0.646,0
"333",43,8,0.868262712782609,0.973,0.528,0.869448745268851,1,0.555,0
